2022-07-05 13:02:37,434 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-07-05 13:02:37,464 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-07-05 13:02:37,465 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2022-07-05 13:02:37,465 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2022-07-05 13:02:37,493 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2022-07-05 13:02:37,494 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2022-07-05 13:02:37,508 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2022-07-05 13:05:04,848 INFO  SwAddin.cs: 271 - Assembly export called for file 成大機器人(手臂型)_ASS.SLDASM
2022-07-05 13:05:06,284 INFO  SwAddin.cs: 290 - Saving assembly
2022-07-05 13:05:08,701 INFO  SwAddin.cs: 293 - Opening property manager
2022-07-05 13:05:08,715 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 成大機器人(手臂型)_ASS.SLDASM
2022-07-05 13:05:08,722 INFO  ExportHelperExtension.cs: 1142 - Found 625 in 成大機器人(手臂型)_ASS.SLDASM
2022-07-05 13:05:08,727 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 成大機器人(手臂型)_ASS.SLDASM
2022-07-05 13:05:08,728 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-07-05 13:05:08,729 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2022-07-05 13:05:08,731 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from body-1
2022-07-05 13:05:08,731 INFO  ExportHelperExtension.cs: 1142 - Found 22 in body-1
2022-07-05 13:05:08,732 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in body-1
2022-07-05 13:05:08,732 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel2-4
2022-07-05 13:05:08,733 INFO  ExportHelperExtension.cs: 1142 - Found 67 in wheel2-4
2022-07-05 13:05:08,735 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel2-4
2022-07-05 13:05:08,735 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel1-3
2022-07-05 13:05:08,736 INFO  ExportHelperExtension.cs: 1142 - Found 67 in wheel1-3
2022-07-05 13:05:08,737 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel1-3
2022-07-05 13:05:08,737 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel2-3
2022-07-05 13:05:08,738 INFO  ExportHelperExtension.cs: 1142 - Found 67 in wheel2-3
2022-07-05 13:05:08,738 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel2-3
2022-07-05 13:05:08,739 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel1-4
2022-07-05 13:05:08,739 INFO  ExportHelperExtension.cs: 1142 - Found 67 in wheel1-4
2022-07-05 13:05:08,746 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel1-4
2022-07-05 13:05:08,747 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 成大機器人(手臂型)_ASS.SLDASM
2022-07-05 13:05:08,748 INFO  ExportHelperExtension.cs: 1142 - Found 625 in 成大機器人(手臂型)_ASS.SLDASM
2022-07-05 13:05:08,755 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 成大機器人(手臂型)_ASS.SLDASM
2022-07-05 13:05:08,755 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-07-05 13:05:08,756 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2022-07-05 13:05:08,756 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from body-1
2022-07-05 13:05:08,786 INFO  ExportHelperExtension.cs: 1142 - Found 22 in body-1
2022-07-05 13:05:08,787 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in body-1
2022-07-05 13:05:08,787 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel2-4
2022-07-05 13:05:08,787 INFO  ExportHelperExtension.cs: 1142 - Found 67 in wheel2-4
2022-07-05 13:05:08,788 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel2-4
2022-07-05 13:05:08,788 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel1-3
2022-07-05 13:05:08,789 INFO  ExportHelperExtension.cs: 1142 - Found 67 in wheel1-3
2022-07-05 13:05:08,789 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel1-3
2022-07-05 13:05:08,790 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel2-3
2022-07-05 13:05:08,790 INFO  ExportHelperExtension.cs: 1142 - Found 67 in wheel2-3
2022-07-05 13:05:08,791 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel2-3
2022-07-05 13:05:08,791 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel1-4
2022-07-05 13:05:08,791 INFO  ExportHelperExtension.cs: 1142 - Found 67 in wheel1-4
2022-07-05 13:05:08,792 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel1-4
2022-07-05 13:05:20,020 INFO  SwAddin.cs: 316 - Loading config tree
2022-07-05 13:05:20,031 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2022-07-05 13:05:20,034 INFO  SwAddin.cs: 321 - Showing property manager
